SMID,Mon,Tue,Wed,Thu,Fri,Sat,Sun,sum,label,score
131480,0.17506459948320413,0.17906976744186046,0.11950904392764858,0.1520671834625323,0.08307493540051679,0.11834625322997416,0.17286821705426356,"count    7740
dtype: int64",Positive,2
135144,0.1698480137741388,0.1506608366055171,0.14682092380869802,0.10247612441317462,0.10283534206190931,0.12997485476458856,0.19738390457197358,"count    80731
dtype: int64",Negative,0
136285,0.0,0.0,0.0,0.1580385985256357,0.3097821585355752,0.41340180568210055,0.11877743725668848,"count    12073
dtype: int64",Negative,0
137555,0.5442278860569715,0.07796101949025487,0.06296851574212893,0.05697151424287856,0.1724137931034483,0.038980509745127435,0.046476761619190406,"count    667
dtype: int64",Positive,3
138929,0.16416964114121266,0.14581687311409006,0.15106826480680563,0.13678257398680335,0.11447935334129447,0.12591841863628075,0.16176487497351308,"count    608791
dtype: int64",Negative,1
139069,0.0,0.0,0.0005136372857506658,0.03902348487791403,0.6320112568574894,0.3176004937823991,0.010851127196446838,"count    231681
dtype: int64",Positive,6
139866,0.1494944631680308,0.18584496870486278,0.1577997111218103,0.14889263360616273,0.1203659123736158,0.12939335580163697,0.10820895522388059,"count    8308
dtype: int64",Positive,2
139885,0.11190053285968028,0.12042628774422735,0.08063943161634103,0.19680284191829484,0.08277087033747779,0.11261101243339254,0.29484902309058614,"count    2815
dtype: int64",Positive,3
141101,0.1557167837864257,0.1373939676988411,0.1552714752745164,0.1484180686644003,0.11498734672155185,0.13199595963984317,0.1562163982144215,"count    92071
dtype: int64",Negative,0
141890,0.158415671744202,0.14247118155619595,0.14437525730753398,0.14832063949499108,0.1030130712227254,0.13520224372169617,0.16820193495265542,"count    233184
dtype: int64",Negative,0
142003,0.0,0.0,0.0,0.10729284816529229,0.16585175193893503,0.23010484044020724,0.49675055945556545,"count    130484
dtype: int64",Positive,5
143026,0.08961351240396458,0.145446014896487,0.21599906163861357,0.25505835434871854,0.14351064453697732,0.07911559439329072,0.07125681778194827,"count    17051
dtype: int64",Negative,0
143836,0.14957813027337158,0.17178535268309147,0.12156598042524469,0.12419844751940601,0.11738103273709079,0.12264596692541344,0.19284508943638204,"count    14815
dtype: int64",Negative,0
147158,0.16527524685341358,0.14760350892062551,0.14205195575708776,0.14137390346230452,0.12031190405560029,0.13294062804593804,0.1504428529050303,"count    23597
dtype: int64",Negative,0
148075,0.10697631891743623,0.17024778275578312,0.17865959586723965,0.13458900978330438,0.1800310871354119,0.09984456432294048,0.12965164121788425,"count    10937
dtype: int64",Negative,0
148906,0.17501789549033644,0.18205678835600095,0.13159150560725363,0.148890479599141,0.12324027678358387,0.10462896683369124,0.13457408732999285,"count    8382
dtype: int64",Negative,0
152060,0.11593059936908517,0.09936908517350158,0.14879074658254468,0.21845425867507887,0.18349106203995794,0.11382754994742376,0.120136698212408,"count    3804
dtype: int64",Negative,0
152162,0.11672391728968816,0.15666464605644237,0.15168047416986596,0.14346332592442917,0.15821378056172963,0.13221526234256079,0.1410385936552839,"count    14847
dtype: int64",Negative,0
152773,0.13728710508324063,0.15123328312911063,0.14123028096704937,0.1491166327346669,0.13986290967528717,0.13592477944200151,0.1453450089686438,"count    396381
dtype: int64",Negative,0
153985,0.16140337795011372,0.1475709332239663,0.15815965101972335,0.15390925021438426,0.1383990156966556,0.12255322322061071,0.11800454867454606,"count    26821
dtype: int64",Negative,0
154483,0.24343688776938147,0.15471592499300307,0.20486985726280438,0.13876294430450603,0.07724601175482787,0.09722921914357682,0.08373915477190036,"count    17865
dtype: int64",Positive,2
155434,0.11928361473784947,0.11634424772711736,0.20684940870872923,0.1751315879417595,0.12324834233372069,0.09405974434342744,0.16508305420739627,"count    14629
dtype: int64",Negative,0
155667,0.1875681570338059,0.19083969465648856,0.14955600560835022,0.10406605390247702,0.12805732980214987,0.12307212961520486,0.1168406293815236,"count    6419
dtype: int64",Negative,0
156112,0.16826647564469915,0.1352077363896848,0.158202005730659,0.1473137535816619,0.11181948424068767,0.14380372492836677,0.1353868194842407,"count    27920
dtype: int64",Positive,5
157389,0.0,0.0,0.06557377049180328,0.7377049180327869,0.01639344262295082,0.14754098360655737,0.03278688524590164,"count    61
dtype: int64",Negative,0
159516,0.0,0.0,0.0,0.004434898474633574,0.5028439035061552,0.3051329475170535,0.1875882505021578,"count    100566
dtype: int64",Positive,7
159730,0.12094395280235988,0.032448377581120944,0.35988200589970504,0.06489675516224189,0.032448377581120944,0.20058997050147492,0.1887905604719764,"count    339
dtype: int64",Negative,0
159999,0.0,0.0,0.0,0.1319760131540768,0.14474320533900764,0.5557113840796982,0.16756939742721733,"count    20678
dtype: int64",Negative,1
160208,,,,,,,,"count    0
dtype: int64",Positive,3
161004,0.18639743402828401,0.11171453564659571,0.22062253972882345,0.12840793118530397,0.09148563930602129,0.1120425718034699,0.14932934830150169,"count    27436
dtype: int64",Negative,0
162034,0.15172164808881267,0.1562796155061149,0.1406651924725845,0.13768671871474344,0.14098109120447674,0.08858703010063632,0.18407870391263143,"count    22159
dtype: int64",Negative,1
162861,0.0,0.0,0.0,0.3445628997867804,0.3234115138592751,0.24238805970149255,0.08963752665245203,"count    11725
dtype: int64",Positive,4
165226,0.17965164500967654,0.15945074186710903,0.13877062021933462,0.15898995484287162,0.12212699290387982,0.09243387706202193,0.14857616809510643,"count    54255
dtype: int64",Negative,0
165250,0.13280489033688242,0.1378262183857858,0.12429046451482888,0.1389346051791892,0.16284888993383267,0.1566855876129379,0.1466093440365432,"count    59546
dtype: int64",Negative,0
167852,0.1700060716454159,0.15462456992511636,0.13114754098360656,0.18639951426836673,0.14106456182958915,0.07002631046346894,0.14673143088443635,"count    4941
dtype: int64",Positive,5
167925,0.13429019500886405,0.13781876448929498,0.15113186963043776,0.14594981590072276,0.14910336833492432,0.13055707077594436,0.1511489158598118,"count    58664
dtype: int64",Negative,0
168307,0.25360434885369887,0.20160718506263295,0.0987946112030253,0.11982982746395651,0.11604821555187898,0.057196880170172534,0.15291893169463483,"count    4231
dtype: int64",Negative,1
170384,0.11238095238095239,0.32761904761904764,0.09523809523809523,0.17523809523809525,0.16,0.08190476190476191,0.047619047619047616,"count    525
dtype: int64",Negative,0
170566,0.1727018565951819,0.1401737732911456,0.1484606498920195,0.13265699027338324,0.12080424555940603,0.1192975407228835,0.16590494366598027,"count    59733
dtype: int64",Negative,0
170991,0.2428343949044586,0.09792993630573249,0.13296178343949044,0.10191082802547771,0.09554140127388536,0.06528662420382166,0.2635350318471338,"count    1256
dtype: int64",Negative,0
171053,0.16124255487182862,0.15601039849945705,0.158346770212906,0.12767777814340717,0.12636151238935142,0.1202408766329922,0.1501201092500576,"count    30389
dtype: int64",Negative,0
171284,0.14836625500555237,0.1593397718477639,0.14350035333310898,0.13831140424672747,0.11680519567924084,0.11993135242453815,0.17374566746306827,"count    297170
dtype: int64",Negative,0
172121,0.16139240506329114,0.12025316455696203,0.19040084388185655,0.13568037974683544,0.13383438818565402,0.13568037974683544,0.12275843881856541,"count    7584
dtype: int64",Negative,0
176369,0.11877867984468761,0.14915725379456407,0.12345570067066713,0.13124338157430285,0.14514207553829864,0.1628573949876456,0.1693655135898341,"count    45328
dtype: int64",Negative,0
181559,0.17247443028889287,0.15846641545546983,0.15664812488785215,0.1514205395059513,0.08977809677612297,0.11810514982953525,0.1531072432561756,"count    83595
dtype: int64",Positive,3
182834,0.14251606649193982,0.13088356729975226,0.14587297598104335,0.17150755753419739,0.13418662262592898,0.14835026747567587,0.12668294259146232,"count    55706
dtype: int64",Positive,2
184406,0.18061833303200145,0.140842523955885,0.12637859338275176,0.1377689387090942,0.11010667148797686,0.12438980292894594,0.1798951365033448,"count    5531
dtype: int64",Positive,2
185177,0.0,0.0,0.0,0.034035295862375796,0.10188343467299421,0.5775619160611004,0.2865193534035296,"count    13486
dtype: int64",Negative,0
186320,0.1690098395532311,0.16418757202375675,0.1583724847088024,0.14283308217356616,0.12868540023047603,0.10221611559258931,0.13469550571757824,"count    112810
dtype: int64",Negative,0
188832,0.11036789297658862,0.07859531772575251,0.04180602006688963,0.030100334448160536,0.49331103678929766,0.13377926421404682,0.11204013377926421,"count    598
dtype: int64",Negative,0
189312,0.12923385541239102,0.14906257233238177,0.11611758351979014,0.12637913741223672,0.17136023454980326,0.13370881876398427,0.17413779800941284,"count    25922
dtype: int64",Negative,1
190553,0.15111740496526088,0.15589680046023807,0.14404566977917424,0.1273089348143559,0.11769703943001283,0.13681462140992168,0.16711952914103642,"count    112985
dtype: int64",Positive,2
191301,0.1986739284868577,0.17688846791380536,0.14657826189912385,0.14018470281790196,0.09140421501302391,0.10561212408240588,0.14065829978688135,"count    4223
dtype: int64",Positive,3
193151,0.0,0.0,0.0,0.1927400364331097,0.45754654107610965,0.07917536766339361,0.270538054827387,"count    45014
dtype: int64",Negative,0
193917,0.17875680465881758,0.18977085707051525,0.1349537916191923,0.10216483099126472,0.10659577161666034,0.14710722876313456,0.14065071528041526,"count    7899
dtype: int64",Negative,1
193998,0.13579789990165703,0.1467425211754629,0.15455708651009337,0.13952012858608182,0.15826874068121013,0.13122971015259022,0.1338839129929045,"count    94567
dtype: int64",Negative,0
194028,0.14823207657745655,0.13846454385622192,0.20250048837663606,0.10673959757765189,0.15358468450869311,0.13350263723383474,0.11697597186950576,"count    25595
dtype: int64",Positive,3
194620,0.16369840048912293,0.1337692049780092,0.1327633473364495,0.1485316450703114,0.09815001084748437,0.13750665641086326,0.1855807348677593,"count    101406
dtype: int64",Negative,0
195753,0.18543046357615894,0.12141280353200883,0.11037527593818984,0.08388520971302428,0.07505518763796909,0.15011037527593818,0.2737306843267108,"count    453
dtype: int64",Negative,0
197441,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.2727272727272727,0.0,0.3181818181818182,"count    22
dtype: int64",Negative,0
197710,0.22961544598691558,0.170416467209191,0.11185575235359821,0.1884474230094144,0.10403701930748364,0.07004946545396522,0.12557842667943195,"count    6267
dtype: int64",Negative,0
201709,0.0,0.0,0.0,0.0,0.5584725536992841,0.05608591885441527,0.3854415274463007,"count    1676
dtype: int64",Negative,0
205329,0.0,0.0,0.0,0.16890837482351193,0.17314408857843502,0.2502043546109831,0.40774318198706994,"count    13457
dtype: int64",Negative,1
210565,0.15201262388572062,0.15843530258568186,0.1273185316427662,0.14163113891811085,0.1395825258845025,0.12742926748242067,0.1535906096007973,"count    36122
dtype: int64",Negative,0
211066,0.18345032397408206,0.1771058315334773,0.18331533477321815,0.17913066954643628,0.103536717062635,0.08639308855291576,0.08706803455723543,"count    7408
dtype: int64",Negative,0
212199,0.0,0.0,0.0,0.06394207167403043,0.2814187530682376,0.5320324005891016,0.12260677466863033,"count    8148
dtype: int64",Negative,0
212504,0.18847517730496455,0.2023049645390071,0.13333333333333333,0.10921985815602837,0.11666666666666667,0.11365248226950354,0.13634751773049644,"count    5640
dtype: int64",Positive,2
212590,0.16789087093389296,0.16474291710388247,0.1808324589017139,0.11192724728926198,0.10003497726477789,0.11157747464148303,0.16299405386498775,"count    2859
dtype: int64",Positive,3
212903,0.20917573872472783,0.06687402799377916,0.1827371695178849,0.08048211508553654,0.2363919129082426,0.13413685847589424,0.09020217729393468,"count    2572
dtype: int64",Negative,0
212961,0.1461187214611872,0.2191780821917808,0.2420091324200913,0.0639269406392694,0.1872146118721461,0.0547945205479452,0.0867579908675799,"count    219
dtype: int64",Negative,0
213008,0.0,0.0,0.0,0.0946031746031746,0.1712054912054912,0.4522179322179322,0.281973401973402,"count    58275
dtype: int64",Negative,0
215644,0.11403508771929824,0.13157894736842105,0.03508771929824561,0.05263157894736842,0.12280701754385964,0.42105263157894735,0.12280701754385964,"count    114
dtype: int64",Positive,2
215706,0.1343166175024582,0.17144542772861357,0.18143559488692232,0.1624385447394297,0.1208259587020649,0.12070796460176991,0.1088298918387414,"count    25425
dtype: int64",Negative,0
216734,0.08206987475280159,0.10909690177982861,0.2544495715227423,0.19578114700065918,0.12294001318391562,0.14238628872775214,0.0932762030323006,"count    3034
dtype: int64",Negative,0
218409,0.15379349346667856,0.1452659463642587,0.12075482930023514,0.14891210524749235,0.13490787867964402,0.13600916748519212,0.1603565794564991,"count    67194
dtype: int64",Negative,0
218711,0.17746294557765072,0.16577053284401583,0.15114790475377657,0.19558476288014565,0.08420813063639726,0.06955705385337543,0.15626866945463855,"count    35151
dtype: int64",Negative,0
219080,0.0,0.0,0.0020468052575768783,0.018330826202395338,0.041667694179346175,0.7347373266586109,0.20321734770207064,"count    121653
dtype: int64",Negative,1
219354,0.1283952195309005,0.18179203681216846,0.14609829360260754,0.12913018469994247,0.15242538505783856,0.11289704096631942,0.14926183933022305,"count    31294
dtype: int64",Positive,5
220055,0.1742627345844504,0.17962466487935658,0.11796246648793565,0.08310991957104558,0.14745308310991956,0.16085790884718498,0.13672922252010725,"count    373
dtype: int64",Negative,1
220901,0.1934566145092461,0.13620199146514936,0.11984352773826458,0.1461593172119488,0.1763869132290185,0.08677098150782361,0.14118065433854907,"count    2812
dtype: int64",Negative,0
221125,0.14683470954657396,0.15532377227292482,0.1387512675648269,0.15995943792553963,0.13223236274083733,0.1346660872084601,0.13223236274083733,"count    34515
dtype: int64",Negative,1
223730,0.12072643413087344,0.1490343038339579,0.16857884116460076,0.16788699913519747,0.12407033727298933,0.13116171807437302,0.13854136638800807,"count    17345
dtype: int64",Negative,0
224572,0.15865715860548435,0.15822653989251756,0.15405815075099905,0.12277800744109137,0.12944398511781727,0.12286413118368472,0.15397202700840568,"count    58056
dtype: int64",Negative,0
225086,0.17831899855232905,0.15507110619092226,0.14459678106105764,0.14800306565613558,0.08856339947202589,0.1386357830196713,0.14681086604785828,"count    11743
dtype: int64",Negative,0
226217,0.0,0.0,0.0,0.06355500169933159,0.6996148181715192,0.1770703523280843,0.05975982780106492,"count    17654
dtype: int64",Negative,0
230624,0.08883248730964467,0.1319796954314721,0.16666666666666666,0.13282571912013535,0.11336717428087986,0.1412859560067682,0.22504230118443316,"count    1182
dtype: int64",Negative,0
233395,0.16032685263454494,0.14163614163614163,0.1303653611345919,0.20146520146520147,0.12078519770827463,0.09627125011740396,0.14914999530384146,"count    10647
dtype: int64",Negative,1
234462,0.172455317530739,0.15984281911522372,0.14871973634174165,0.13664596273291926,0.11975535555837241,0.12057928761566739,0.14200152110533654,"count    31556
dtype: int64",Negative,0
236847,0.0,0.0,0.0,0.004427461282677787,0.044476696121837855,0.638289273051274,0.3128065695442103,"count    54433
dtype: int64",Negative,0
236874,0.16539745962004881,0.14098150373390148,0.1679776481949738,0.14267705622599502,0.07762681626845756,0.1096358985322413,0.19570361742438205,"count    135649
dtype: int64",Negative,1
237181,0.08986175115207373,0.04377880184331797,0.10215053763440861,0.11597542242703533,0.2572964669738863,0.2073732718894009,0.1835637480798771,"count    1302
dtype: int64",Negative,1
238180,0.1459481756478044,0.13477331533355832,0.15884801439982,0.16946038174522818,0.14831064611692354,0.1152735590805115,0.12738590767615404,"count    26667
dtype: int64",Negative,0
239458,0.15743440233236153,0.1185617103984451,0.24392614188532555,0.13508260447035958,0.08551992225461613,0.13119533527696792,0.1282798833819242,"count    1029
dtype: int64",Negative,0
240394,0.0,0.0,0.0,0.0,0.00487366936001026,0.6467615749647301,0.3483647556752597,"count    77970
dtype: int64",Negative,0
241904,0.1975204874973734,0.12180430062338027,0.13048959865517967,0.14435805841563354,0.16221895356167262,0.10548434545072494,0.13812425579603557,"count    14277
dtype: int64",Negative,1
246867,0.0,0.0,0.0,0.08744113029827316,0.058084772370486655,0.6456828885400314,0.2087912087912088,"count    6370
dtype: int64",Positive,2
251586,0.14893795651078834,0.16144740156158174,0.1350852153471581,0.12349928637394006,0.1570816891948619,0.1206447821341617,0.15330366887750818,"count    11911
dtype: int64",Negative,0
252841,0.11772437101013894,0.16835649017398924,0.17355113280761048,0.1291150331706096,0.0806108399048692,0.11271748654399799,0.2179246463887846,"count    15978
dtype: int64",Positive,2
253336,0.14360890891853642,0.1334826396999217,0.14076476003352523,0.15752737665049946,0.15524656160261607,0.13232849232629396,0.1370412607686072,"count    72781
dtype: int64",Negative,0
253691,0.1234230682586168,0.15651047533228205,0.1424588871367425,0.12176165803108809,0.17180108132462266,0.14189569722910567,0.14214913268754223,"count    35512
dtype: int64",Negative,0
253895,0.0,0.0,0.0,0.3606225871683314,0.3502052821864085,0.26919541638580796,0.01997671425945217,"count    16319
dtype: int64",Negative,1
255272,0.15593615868650249,0.11063882985373172,0.14593490853023294,0.1212651581447681,0.11622286119098221,0.15151893986748344,0.19848314372629913,"count    47994
dtype: int64",Negative,0
256330,0.15377144707024928,0.1334671414697313,0.12353512463580446,0.15856264163159597,0.11390093881515054,0.12696665587568792,0.1897960505017805,"count    77225
dtype: int64",Negative,0
259318,0.11563545150501672,0.14439799331103678,0.08971571906354515,0.16588628762541807,0.21739130434782608,0.14607023411371237,0.12090301003344482,"count    11960
dtype: int64",Positive,4
259618,0.13859117451400696,0.15899179540246877,0.17813585630867027,0.1748096681203341,0.163426712986917,0.06748466257668712,0.11856013009091582,"count    13529
dtype: int64",Positive,2
259798,0.12603550295857988,0.2514792899408284,0.1136094674556213,0.2715976331360947,0.07100591715976332,0.042011834319526625,0.1242603550295858,"count    1690
dtype: int64",Negative,0
262299,0.13633419689119172,0.13989637305699482,0.19397668393782383,0.10816062176165803,0.21794041450777202,0.1211139896373057,0.08257772020725389,"count    3088
dtype: int64",Positive,2
262394,0.15384615384615385,0.06923076923076923,0.26153846153846155,0.12307692307692308,0.05384615384615385,0.19230769230769232,0.14615384615384616,"count    130
dtype: int64",Negative,0
265436,0.17546117546117546,0.16731016731016732,0.13577863577863578,0.12805662805662807,0.12634062634062634,0.14950664950664952,0.11754611754611755,"count    4662
dtype: int64",Negative,1
266772,0.0,0.0,0.0,0.023675900027068483,0.10738969593070469,0.38200848145808897,0.48692592258413786,"count    55415
dtype: int64",Negative,0
266955,0.1443922507752295,0.16278284363390746,0.1402781615547573,0.17257683215130024,0.12191827085444107,0.09103189954253783,0.16701974148782658,"count    32571
dtype: int64",Positive,3
267035,0.14454979108222957,0.11895884379105856,0.14056082288744481,0.104044600688896,0.089414438407727,0.1997916740646047,0.20267982907803936,"count    84483
dtype: int64",Negative,0
267442,0.1568539804171988,0.13516389953171562,0.15206470838654745,0.12709663686675182,0.1152618135376756,0.15312899106002553,0.16042997020008515,"count    46980
dtype: int64",Negative,0
268143,0.17566191446028515,0.10463340122199592,0.18380855397148677,0.09024949083503055,0.08884928716904276,0.20430244399185335,0.1524949083503055,"count    7856
dtype: int64",Negative,1
269624,0.19454980765609448,0.13727705592768946,0.15410378500524574,0.1339278508594948,0.113577058617814,0.11391332418690986,0.15265111774675166,"count    74346
dtype: int64",Positive,4
275151,0.16379683516906354,0.1602857005435044,0.1377158385840027,0.14566398922610746,0.09107306045885238,0.12100187581164927,0.18046270020682026,"count    83164
dtype: int64",Negative,1
275747,0.12138905066977286,0.16023587652882934,0.1447582993593477,0.13525043680838672,0.16306057076295866,0.14912638322655794,0.12617938264414677,"count    68680
dtype: int64",Negative,0
276512,0.15560220414589346,0.17698766727892942,0.16426134872736814,0.1855156127000787,0.09734977696142745,0.11584885856730517,0.10443453161899764,"count    7622
dtype: int64",Positive,3
282075,0.0,0.0,0.0,0.009736780805963196,0.18844630794316328,0.26778476589797345,0.5340321453529001,"count    21465
dtype: int64",Negative,1
282290,0.12941110361879074,0.16093504158237806,0.21027197122948976,0.15700157338727805,0.12592717464598785,0.1050236008091706,0.11142953472690492,"count    17796
dtype: int64",Negative,0
283817,0.18070502702444158,0.1520065049983259,0.12751709953604057,0.16138135552685703,0.0893002343712632,0.12144257904051274,0.16764719950255896,"count    20907
dtype: int64",Positive,2
285953,0.1335107328563175,0.1272110128438736,0.14044375805519754,0.11765588196080175,0.14221034620683526,0.1726256610817297,0.16634260699524467,"count    180008
dtype: int64",Negative,0
287459,0.11694510739856802,0.09069212410501193,0.0954653937947494,0.13126491646778043,0.1360381861575179,0.2553699284009546,0.17422434367541767,"count    419
dtype: int64",Negative,0
287686,0.16721160488141837,0.12864379461201933,0.1384066313608105,0.1389515695755622,0.12370097474863766,0.14281218819556374,0.1602732366259882,"count    130290
dtype: int64",Negative,1
289641,0.13565488565488565,0.12546777546777546,0.1627858627858628,0.10831600831600832,0.19667359667359668,0.15062370062370062,0.12047817047817048,"count    9620
dtype: int64",Negative,0
290038,0.12609320339830085,0.12706146926536732,0.13599450274862568,0.16491754122938532,0.15376686656671665,0.12234507746126937,0.16982133933033483,"count    32016
dtype: int64",Negative,0
290494,0.14406673553072277,0.12738285285003287,0.15996807211944783,0.14547531849625944,0.10852349203368078,0.12901054872131967,0.18557298024853663,"count    63894
dtype: int64",Negative,0
290825,0.10370591751344889,0.24506873879258817,0.07650926479378362,0.13389121338912133,0.08398087268380156,0.19934249850567842,0.157501494321578,"count    3346
dtype: int64",Negative,0
290942,0.1661312528682882,0.1890775585130794,0.12712253327214318,0.18081688848095456,0.13217072051399725,0.10509407985314365,0.09958696649839376,"count    2179
dtype: int64",Negative,0
291676,0.0,0.0,0.0,0.040734051473908274,0.07957169580081275,0.6371799006643876,0.24251435206089145,"count    155030
dtype: int64",Positive,3
295400,0.0,0.0,0.0,0.03844454264250994,0.20489026366180585,0.45740658909019494,0.29925860460548925,"count    40734
dtype: int64",Negative,0
295456,0.15507698032466627,0.14291362388948323,0.13584352760593515,0.13789013442485698,0.14200660495837017,0.14933252709428346,0.13693660170240476,"count    42998
dtype: int64",Negative,0
295842,0.30359477124183004,0.12254901960784313,0.1607843137254902,0.13823529411764707,0.08235294117647059,0.06699346405228758,0.12549019607843137,"count    3060
dtype: int64",Positive,2
295955,0.15266805266805267,0.1577962577962578,0.172002772002772,0.13201663201663202,0.14227304227304227,0.13686763686763687,0.10637560637560638,"count    14430
dtype: int64",Negative,0
298529,0.0,0.0,0.0,0.05495051396690741,0.30987045741144104,0.18623180098589934,0.44894722763575223,"count    52338
dtype: int64",Negative,1
298961,0.14708603145235893,0.2362627197039778,0.14542090656799259,0.1876040703052729,0.09454209065679926,0.07067530064754857,0.11840888066604996,"count    5405
dtype: int64",Negative,1
303306,0.1527028804419308,0.118006050243325,0.13630145995001972,0.12326713139550177,0.17339208207286597,0.1668683414441668,0.12946205445218992,"count    76030
dtype: int64",Negative,0
309274,0.19515810276679843,0.08843873517786562,0.11857707509881422,0.17440711462450592,0.16600790513833993,0.12549407114624506,0.13191699604743082,"count    2024
dtype: int64",Negative,0
309950,0.0003755727484413731,0.0,0.0,0.04063697138135657,0.28107864493352364,0.3041388116878239,0.3737699992488545,"count    13313
dtype: int64",Negative,0
311771,0.1695781849169152,0.17905837239028546,0.1403919897741798,0.14816787388155092,0.1451853429910524,0.10534725181082233,0.11227098423519387,"count    9388
dtype: int64",Negative,1
314074,0.1443788921665028,0.19649295313012127,0.08718452966240577,0.048344804981973126,0.1458538184201901,0.19649295313012127,0.18125204850868568,"count    6102
dtype: int64",Negative,0
315964,0.15902994470903817,0.16423057973394647,0.15010674987682707,0.13335523074396452,0.10669513330048722,0.09831937373405594,0.18826298790168064,"count    18267
dtype: int64",Negative,0
318556,0.05422993492407809,0.08459869848156182,0.09761388286334056,0.21908893709327548,0.07158351409978309,0.01735357917570499,0.455531453362256,"count    461
dtype: int64",Negative,0
324722,0.1349918699186992,0.15970731707317073,0.16783739837398373,0.1577560975609756,0.12757723577235772,0.11713821138211382,0.1349918699186992,"count    30750
dtype: int64",Negative,0
325142,0.15215238095238096,0.1513904761904762,0.13013333333333332,0.1507047619047619,0.1711238095238095,0.14811428571428573,0.09638095238095239,"count    13125
dtype: int64",Positive,2
326050,0.1403745794590585,0.1304008053193462,0.13267901136453947,0.15099737741397123,0.14599062226813955,0.14441442157408144,0.1551431826008636,"count    75498
dtype: int64",Negative,0
